unique_carrier,yearmonth,departures_scheduled,departures_performed,seats,passengers,distance,ramp_to_ramp,air_time
AA,2010-01,46707.0,45554.0,6969569.0,5127194.0,803590.0,7600707.0,6518082.0
AA,2010-02,42424.0,40148.0,6147444.0,4637717.0,824712.0,6758904.0,5759697.0
AA,2010-03,47535.0,46973.0,7184484.0,5902746.0,905864.0,7818154.0,6684643.0
AA,2010-04,44829.0,44530.0,6823515.0,5618940.0,883584.0,7390606.0,6362800.0
AA,2010-05,45770.0,44965.0,6910981.0,5746860.0,874970.0,7528761.0,6451226.0
AA,2010-06,45203.0,44182.0,6768307.0,5913178.0,942326.0,7376891.0,6284284.0
AA,2010-07,46693.0,46125.0,7055730.0,6109451.0,847402.0,7694232.0,6542425.0
AA,2010-08,46524.0,46137.0,7068243.0,5835817.0,854023.0,7597259.0,6480676.0
AA,2010-09,43603.0,43294.0,6663218.0,5186443.0,827723.0,7073010.0,6086195.0
AA,2010-10,44810.0,44431.0,6851363.0,5691822.0,780412.0,7234555.0,6251074.0
AA,2010-11,43252.0,43133.0,6659370.0,5328819.0,760763.0,7088866.0,6140469.0
AA,2010-12,45812.0,44707.0,6910081.0,5443753.0,799570.0,7405923.0,6389598.0
AA,2011-01,46273.0,44792.0,6917564.0,5040076.0,784788.0,7431266.0,6404600.0
AA,2011-02,41926.0,39193.0,6070710.0,4571804.0,786667.0,6588658.0,5660913.0
AA,2011-03,46871.0,46045.0,7122306.0,5732669.0,818455.0,7642612.0,6609165.0
AA,2011-04,45428.0,44244.0,6818378.0,5528658.0,955543.0,7401326.0,6362600.0
AA,2011-05,46490.0,43938.0,6774485.0,5721347.0,929548.0,7329667.0,6293246.0
AA,2011-06,46001.0,44960.0,6904698.0,5942201.0,788276.0,7372363.0,6317557.0
AA,2011-07,47433.0,46436.0,7123335.0,6145183.0,726179.0,7575840.0,6478774.0
AA,2011-08,47160.0,45563.0,6992701.0,5797772.0,799073.0,7412806.0,6339327.0
AA,2011-09,43780.0,43431.0,6686974.0,5359746.0,778563.0,7050000.0,6057585.0
AA,2011-10,44609.0,44383.0,6814977.0,5674796.0,727689.0,7172058.0,6176900.0
AA,2011-11,41544.0,41373.0,6371046.0,5292957.0,750478.0,6795659.0,5870119.0
AA,2011-12,43027.0,42758.0,6625155.0,5273683.0,779237.0,7104852.0,6129296.0
AA,2012-01,43864.0,43146.0,6683918.0,5053597.0,724554.0,7100659.0,6127255.0
AA,2012-02,41912.0,41447.0,6423486.0,4913168.0,715125.0,6806388.0,5880656.0
AA,2012-03,46297.0,45574.0,7080074.0,5861305.0,795548.0,7466780.0,6423686.0
AA,2012-04,44049.0,42429.0,6569276.0,5467083.0,803218.0,6952083.0,5998502.0
AA,2012-05,45384.0,45085.0,6980622.0,5885590.0,778845.0,7393150.0,6331562.0
AA,2012-06,43818.0,43178.0,6668927.0,5834710.0,811214.0,7050637.0,6024277.0
AA,2012-07,45059.0,44521.0,6846857.0,5938937.0,835540.0,7370575.0,6284650.0
AA,2012-08,44872.0,44035.0,6761845.0,5745713.0,797572.0,7282953.0,6208859.0
AA,2012-09,41980.0,40695.0,6261443.0,4981835.0,713939.0,6808088.0,5752923.0
AA,2012-10,43276.0,42096.0,6447108.0,5364544.0,710204.0,6958987.0,5917234.0
AA,2012-11,42042.0,41708.0,6401649.0,5249822.0,702647.0,6880143.0,5888344.0
AA,2012-12,44908.0,44057.0,6733680.0,5398006.0,776394.0,7428961.0,6350234.0
AA,2013-01,44975.0,44118.0,6690869.0,5211513.0,719333.0,7362334.0,6326309.0
AA,2013-02,40907.0,40078.0,6062340.0,4836985.0,711508.0,6683220.0,5745537.0
AA,2013-03,45766.0,45339.0,6822747.0,5688958.0,758245.0,7546380.0,6494466.0
AA,2013-04,44440.0,43474.0,6478549.0,5400499.0,788615.0,7258623.0,6203979.0
AA,2013-05,46039.0,45435.0,6755912.0,5737817.0,830959.0,7555979.0,6451778.0
AA,2013-06,45539.0,44900.0,6674091.0,5842120.0,832027.0,7439429.0,6324442.0
AA,2013-07,47534.0,46658.0,6931424.0,5986657.0,813058.0,7704713.0,6548992.0
AA,2013-08,47126.0,46608.0,6924021.0,5791697.0,816879.0,7628295.0,6518303.0
AA,2013-09,43255.0,43004.0,6370496.0,5030122.0,738415.0,6965672.0,5953363.0
AA,2013-10,45314.0,45270.0,6705794.0,5558825.0,720569.0,7379761.0,6318335.0
AA,2013-11,43314.0,42641.0,6379218.0,5062179.0,759797.0,7011511.0,6030532.0
AA,2013-12,45859.0,42887.0,6473474.0,5400062.0,772773.0,7313377.0,6247357.0
AA,2014-01,45558.0,43981.0,6611615.0,5242462.0,771952.0,7392960.0,6320660.0
AA,2014-02,41210.0,39249.0,5896562.0,4839965.0,756584.0,6675939.0,5689220.0
AA,2014-03,46417.0,45547.0,6826735.0,5764500.0,753081.0,7705792.0,6584550.0
AA,2014-04,43769.0,43634.0,6497105.0,5530368.0,752505.0,7364331.0,6314569.0
AA,2014-05,45984.0,44918.0,6686925.0,5811266.0,889879.0,7536157.0,6424930.0
AA,2014-06,46170.0,45663.0,6783822.0,5984529.0,837641.0,7712434.0,6515801.0
AA,2014-07,47726.0,47132.0,6999870.0,6177389.0,805586.0,7966133.0,6751998.0
AA,2014-08,46428.0,45971.0,6826635.0,5889791.0,834588.0,7745099.0,6550261.0
AA,2014-09,43381.0,43127.0,6396546.0,5186089.0,672107.0,7160773.0,6084093.0
AA,2014-10,45246.0,44878.0,6671728.0,5612765.0,740350.0,7527387.0,6381446.0
AA,2014-11,42653.0,42416.0,6426738.0,5117243.0,723015.0,7165348.0,6110359.0
AA,2014-12,45509.0,45172.0,6933191.0,5588290.0,769056.0,7759009.0,6591277.0
AA,2015-01,44198.0,43290.0,6652976.0,5162734.0,766338.0,7377128.0,6264201.0
AA,2015-02,39955.0,37397.0,5750695.0,4703114.0,699874.0,6444618.0,5437391.0
AA,2015-03,46098.0,44657.0,6879387.0,5750242.0,782447.0,7682083.0,6519188.0
AA,2015-04,45024.0,44668.0,6878772.0,5725661.0,839385.0,7703412.0,6512787.0
AA,2015-05,44955.0,44065.0,6790347.0,5744058.0,848471.0,7640724.0,6466302.0
AA,2015-06,44584.0,44042.0,6809242.0,5983555.0,880815.0,7652708.0,6439287.0
AA,2015-07,81694.0,81141.0,12497241.0,11124907.0,1536657.0,13428147.0,11236536.0
AA,2015-08,80053.0,79294.0,12192093.0,10681235.0,1648419.0,13069139.0,10931080.0
AA,2015-09,73541.0,73283.0,11221846.0,9493450.0,1592039.0,11770668.0,9830253.0
AA,2015-10,77526.0,76926.0,11813423.0,10308524.0,1641171.0,12298839.0,10261588.0
AA,2015-11,74132.0,73660.0,11396399.0,9590796.0,1671077.0,11845727.0,9888827.0
AA,2015-12,76894.0,75694.0,11777827.0,9817766.0,1738409.0,12499674.0,10470940.0
AA,2016-01,75822.0,73120.0,11398362.0,9117620.0,1697138.0,11878854.0,9930150.0
AA,2016-02,71609.0,70623.0,11019135.0,8688620.0,1573028.0,11481086.0,9579360.0
AA,2016-03,79323.0,78890.0,12374467.0,10303660.0,1578085.0,13024243.0,10895576.0
AA,2016-04,75073.0,74451.0,11623022.0,9693080.0,1613586.0,12197499.0,10195670.0
AA,2016-05,78977.0,78516.0,12236207.0,10375904.0,1656523.0,12885912.0,10718241.0
AA,2016-06,79997.0,79188.0,12293729.0,10678466.0,1746345.0,13351416.0,11094723.0
AA,2016-07,82093.0,80663.0,12573045.0,10818345.0,1793107.0,13659678.0,11347908.0
AA,2016-08,80643.0,79185.0,12351636.0,10214826.0,1844124.0,13240274.0,10941481.0
AA,2016-09,72602.0,72451.0,11311543.0,9299410.0,1513753.0,11639386.0,9610083.0
AA,2016-10,75280.0,74567.0,11644583.0,9752974.0,1552313.0,12037254.0,9976375.0
AA,2016-11,71909.0,71799.0,11308557.0,9293730.0,1588729.0,11601601.0,9661240.0
AA,2016-12,73943.0,73437.0,11604526.0,9403043.0,1570439.0,12367203.0,10337532.0
AA,2017-01,73354.0,72391.0,11421113.0,8921273.0,1601635.0,12036773.0,10015368.0
AA,2017-02,67253.0,66467.0,10494769.0,8366798.0,1479525.0,10875895.0,9070260.0
AA,2017-03,78315.0,77094.0,12206904.0,10300257.0,1517029.0,12797240.0,10643408.0
AA,2017-04,73845.0,73143.0,11560015.0,9679587.0,1571461.0,12086439.0,10031260.0
AA,2017-05,77504.0,77063.0,12143485.0,10215175.0,1516428.0,12758488.0,10578412.0
AA,2017-06,77446.0,76149.0,11999777.0,10335637.0,1633735.0,12996567.0,10751862.0
AA,2017-07,79838.0,78319.0,12371675.0,10571644.0,1690669.0,13405973.0,11091881.0
AA,2017-08,79559.0,78576.0,12405197.0,10458149.0,1706421.0,13291657.0,11010174.0
AA,2017-09,72263.0,69010.0,10853216.0,8913394.0,1507017.0,11140459.0,9232583.0
AA,2017-10,75909.0,75654.0,11905130.0,10256893.0,1491923.0,12247889.0,10160305.0
AA,2017-11,69794.0,69726.0,11025530.0,9531342.0,1546077.0,11304005.0,9421275.0
AA,2017-12,73908.0,73594.0,11671656.0,9757169.0,1654646.0,12441730.0,10350041.0
AA,2018-01,73785.0,72296.0,11456920.0,9063358.0,1535975.0,12110383.0,10061564.0
AA,2018-02,68581.0,67712.0,10708619.0,8788047.0,1554650.0,11328439.0,9398985.0
AA,2018-03,78407.0,75893.0,12018207.0,10446771.0,1520135.0,12614963.0,10525381.0
AA,2018-04,74580.0,74159.0,11711267.0,9914151.0,1660897.0,12250770.0,10198428.0
AA,2018-05,78235.0,77295.0,12183845.0,10399663.0,1642763.0,12819286.0,10634650.0
AA,2018-06,78674.0,77266.0,12191042.0,10672106.0,1624620.0,13014186.0,10779033.0
AA,2018-07,81066.0,79178.0,12522519.0,10924877.0,1604098.0,13442023.0,11097667.0
AA,2018-08,80777.0,79368.0,12553096.0,10631386.0,1694083.0,13371916.0,11017987.0
AA,2018-09,75402.0,74015.0,11707801.0,9042830.0,1631407.0,12155702.0,10029604.0
AA,2018-10,79174.0,78569.0,12424055.0,10307105.0,1596667.0,12780018.0,10569451.0
AA,2018-11,74693.0,74204.0,11835706.0,9905071.0,1639184.0,12052417.0,9986348.0
AA,2018-12,76344.0,75032.0,12027129.0,9788721.0,1881427.0,12420211.0,10320691.0
AA,2019-01,77200.0,75696.0,12154183.0,9568310.0,1692431.0,12371562.0,10237951.0
AA,2019-02,71236.0,70376.0,11285898.0,9255243.0,1712892.0,11570259.0,9574583.0
AA,2019-03,80154.0,78431.0,12573811.0,10914442.0,1637427.0,12853940.0,10704039.0
AA,2019-04,77016.0,74409.0,11857840.0,10197906.0,1734772.0,12083740.0,10024297.0
AS,2010-01,9903.0,10665.0,1499156.0,1066857.0,426968.0,1724772.0,1511681.0
AS,2010-02,9096.0,9641.0,1358781.0,1002885.0,406035.0,1544870.0,1356425.0
AS,2010-03,10379.0,11118.0,1565207.0,1242858.0,402777.0,1793006.0,1579878.0
AS,2010-04,10113.0,10914.0,1537361.0,1190060.0,361869.0,1740153.0,1537823.0
AS,2010-05,11034.0,11782.0,1667809.0,1278606.0,418708.0,1901093.0,1683280.0
AS,2010-06,11759.0,12545.0,1788497.0,1432571.0,451279.0,2063603.0,1821256.0
AS,2010-07,12180.0,13144.0,1867717.0,1547721.0,397909.0,2158901.0,1902508.0
AS,2010-08,12229.0,13050.0,1855953.0,1532475.0,401450.0,2145453.0,1885448.0
AS,2010-09,10787.0,11716.0,1651808.0,1282026.0,423036.0,1904790.0,1679700.0
AS,2010-10,10779.0,11807.0,1662653.0,1274562.0,393000.0,1950328.0,1724086.0
AS,2010-11,10310.0,11212.0,1574958.0,1250058.0,430999.0,1886580.0,1659070.0
AS,2010-12,10644.0,11664.0,1637450.0,1324029.0,422606.0,1961357.0,1727580.0
AS,2011-01,10547.0,11586.0,1639788.0,1202106.0,448713.0,1942649.0,1710542.0
AS,2011-02,8236.0,10531.0,1495253.0,1140642.0,422751.0,1779659.0,1569388.0
AS,2011-03,10987.0,12063.0,1710969.0,1416726.0,468633.0,2018084.0,1788057.0
AS,2011-04,10833.0,11864.0,1690151.0,1340786.0,455739.0,1968849.0,1745405.0
AS,2011-05,11303.0,12294.0,1743980.0,1390226.0,454429.0,2000125.0,1769961.0
AS,2011-06,11967.0,13038.0,1863835.0,1497356.0,431464.0,2132652.0,1885644.0
AS,2011-07,12352.0,13485.0,1916783.0,1598034.0,445143.0,2204487.0,1945235.0
AS,2011-08,12337.0,13455.0,1918626.0,1608120.0,446137.0,2194738.0,1939434.0
AS,2011-09,10934.0,12010.0,1718944.0,1370985.0,440406.0,1968242.0,1741479.0
AS,2011-10,10863.0,12099.0,1726358.0,1330399.0,407062.0,1997824.0,1767678.0
AS,2011-11,9172.0,11388.0,1622938.0,1322685.0,454061.0,1930418.0,1702840.0
AS,2011-12,10268.0,11616.0,1643362.0,1361679.0,443458.0,2003307.0,1765075.0
AS,2012-01,10098.0,11174.0,1581804.0,1233784.0,445083.0,1945909.0,1713563.0
AS,2012-02,9654.0,10932.0,1554528.0,1230013.0,433248.0,1860095.0,1650572.0
AS,2012-03,10791.0,12209.0,1723180.0,1451263.0,439308.0,2074793.0,1838973.0
AS,2012-04,10586.0,12073.0,1696679.0,1396489.0,458191.0,2036012.0,1814132.0
AS,2012-05,11242.0,12779.0,1807307.0,1482890.0,469796.0,2172378.0,1929882.0
AS,2012-06,11948.0,13475.0,1920699.0,1600768.0,479619.0,2293768.0,2034751.0
AS,2012-07,12425.0,14001.0,2009775.0,1686700.0,448523.0,2375972.0,2104300.0
AS,2012-08,12322.0,13869.0,1974527.0,1683422.0,507779.0,2350533.0,2084981.0
AS,2012-09,10720.0,12150.0,1733177.0,1404329.0,510461.0,2074158.0,1842111.0
AS,2012-10,10764.0,12171.0,1729931.0,1399553.0,489787.0,2088005.0,1854359.0
AS,2012-11,10241.0,11911.0,1698618.0,1403336.0,540414.0,2108594.0,1877663.0
AS,2012-12,10347.0,12156.0,1730176.0,1438360.0,526684.0,2191357.0,1942372.0
AS,2013-01,10248.0,12142.0,1725614.0,1366078.0,514224.0,2182725.0,1934026.0
AS,2013-02,9375.0,11032.0,1572105.0,1276101.0,505488.0,1961454.0,1743960.0
AS,2013-03,11014.0,12861.0,1844273.0,1560483.0,539348.0,2284350.0,2036498.0
AS,2013-04,11115.0,12716.0,1828230.0,1506437.0,551534.0,2230543.0,1984228.0
AS,2013-05,11765.0,13241.0,1908594.0,1577419.0,502338.0,2295884.0,2039689.0
AS,2013-06,12646.0,14164.0,2043287.0,1701812.0,557428.0,2432249.0,2158129.0
AS,2013-07,13336.0,14918.0,2152913.0,1822190.0,555792.0,2553094.0,2258033.0
AS,2013-08,13180.0,14706.0,2126693.0,1800309.0,556415.0,2519619.0,2229924.0
AS,2013-09,11570.0,12836.0,1864778.0,1474639.0,561160.0,2175046.0,1920543.0
AS,2013-10,11549.0,12856.0,1870883.0,1481462.0,549933.0,2180979.0,1927246.0
AS,2013-11,10962.0,12466.0,1815472.0,1414868.0,604671.0,2205414.0,1956385.0
AS,2013-12,11067.0,12707.0,1842839.0,1554547.0,602977.0,2279941.0,2012190.0
AS,2014-01,10925.0,12441.0,1816001.0,1413316.0,647101.0,2220418.0,1966190.0
AS,2014-02,9907.0,11388.0,1669298.0,1349852.0,593249.0,2013681.0,1783626.0
AS,2014-03,11350.0,13077.0,1920031.0,1619258.0,617343.0,2350324.0,2093482.0
AS,2014-04,10327.0,12827.0,1884007.0,1566748.0,593107.0,2269060.0,2021068.0
AS,2014-05,10578.0,13419.0,1973512.0,1632731.0,570180.0,2346060.0,2082739.0
AS,2014-06,12871.0,14355.0,2128252.0,1785096.0,660522.0,2490030.0,2199410.0
AS,2014-07,12902.0,15184.0,2278931.0,1943008.0,657060.0,2623407.0,2311997.0
AS,2014-08,13516.0,15300.0,2305696.0,1940600.0,685737.0,2612393.0,2299439.0
AS,2014-09,12260.0,13448.0,2032486.0,1602613.0,686623.0,2321712.0,2047801.0
AS,2014-10,12597.0,13587.0,2046019.0,1623993.0,665645.0,2364101.0,2087611.0
AS,2014-11,11490.0,13226.0,2001487.0,1576107.0,718804.0,2352118.0,2072068.0
AS,2014-12,11574.0,13800.0,2085934.0,1711242.0,713440.0,2472444.0,2178418.0
AS,2015-01,11117.0,13420.0,2052245.0,1575073.0,714765.0,2392608.0,2102626.0
AS,2015-02,10182.0,12313.0,1883015.0,1510363.0,673077.0,2165725.0,1911163.0
AS,2015-03,12337.0,14499.0,2210385.0,1854296.0,708324.0,2594645.0,2295980.0
AS,2015-04,12311.0,14139.0,2158703.0,1751715.0,743376.0,2530300.0,2243224.0
AS,2015-05,12649.0,14862.0,2287405.0,1862448.0,737093.0,2615693.0,2312870.0
AS,2015-06,13301.0,15244.0,2334548.0,1963030.0,720896.0,2669710.0,2349116.0
AS,2015-07,13948.0,16029.0,2466095.0,2113017.0,657108.0,2810167.0,2468680.0
AS,2015-08,16096.0,16311.0,2523522.0,2120426.0,765099.0,2828199.0,2474374.0
AS,2015-09,14271.0,14471.0,2244797.0,1775284.0,806402.0,2535363.0,2223068.0
AS,2015-10,14467.0,14689.0,2274583.0,1799636.0,787778.0,2618053.0,2295757.0
AS,2015-11,13950.0,14150.0,2200759.0,1746143.0,867066.0,2621318.0,2296313.0
AS,2015-12,14459.0,14695.0,2284021.0,1848136.0,882979.0,2730669.0,2393482.0
AS,2016-01,14178.0,14289.0,2221993.0,1689340.0,921252.0,2616862.0,2301340.0
AS,2016-02,10188.0,13549.0,2112785.0,1635187.0,891034.0,2464714.0,2177332.0
AS,2016-03,14782.0,14971.0,2344393.0,1969336.0,906317.0,2733839.0,2416261.0
AS,2016-04,14652.0,14877.0,2328270.0,1903313.0,858803.0,2701357.0,2388263.0
AS,2016-05,15385.0,15588.0,2454868.0,2015983.0,866552.0,2801601.0,2475654.0
AS,2016-06,15730.0,15932.0,2517734.0,2099314.0,878114.0,2881523.0,2526080.0
AS,2016-07,16257.0,16491.0,2608256.0,2194561.0,859711.0,2971291.0,2608772.0
AS,2016-08,16333.0,16725.0,2664613.0,2225051.0,847070.0,2997211.0,2621900.0
AS,2016-09,13858.0,14098.0,2255127.0,1853457.0,827191.0,2516333.0,2203682.0
AS,2016-10,14088.0,14299.0,2293845.0,1852303.0,824268.0,2566734.0,2248248.0
AS,2016-11,13946.0,14204.0,2262662.0,1870338.0,906798.0,2608437.0,2294018.0
AS,2016-12,14515.0,14624.0,2316884.0,1917391.0,978307.0,2782277.0,2422655.0
AS,2017-01,14712.0,14709.0,2338951.0,1769094.0,975945.0,2788125.0,2428504.0
AS,2017-02,13346.0,13313.0,2115151.0,1666693.0,932384.0,2487213.0,2163860.0
AS,2017-03,15422.0,15695.0,2488706.0,2091754.0,937213.0,2943743.0,2571290.0
AS,2017-04,15261.0,15529.0,2447587.0,2066196.0,972550.0,2890591.0,2534107.0
AS,2017-05,16108.0,16371.0,2587807.0,2178163.0,944873.0,3009928.0,2621485.0
AS,2017-06,16380.0,16655.0,2635448.0,2221381.0,969344.0,3093549.0,2690378.0
AS,2017-07,17027.0,17332.0,2735822.0,2327588.0,979436.0,3196332.0,2779009.0
AS,2017-08,16785.0,17068.0,2722572.0,2306431.0,1018147.0,3165130.0,2748092.0
AS,2017-09,14934.0,15199.0,2436738.0,1994978.0,960427.0,2784898.0,2422045.0
AS,2017-10,15076.0,15446.0,2494535.0,2008635.0,990499.0,2839481.0,2470127.0
AS,2017-11,14638.0,15017.0,2413585.0,1972436.0,985405.0,2841183.0,2465783.0
AS,2017-12,15383.0,15829.0,2532597.0,2050653.0,957181.0,3009057.0,2600617.0
AS,2018-01,15312.0,15682.0,2522371.0,1809855.0,962647.0,2928900.0,2544724.0
AS,2018-02,14056.0,14431.0,2321763.0,1780962.0,912638.0,2686166.0,2328607.0
AS,2018-03,16730.0,16458.0,2617344.0,2143687.0,947284.0,3053755.0,2662384.0
AS,2018-04,22739.0,22496.0,3505945.0,2876718.0,1319571.0,4413893.0,3839600.0
AS,2018-05,23741.0,23489.0,3671525.0,3045804.0,1324849.0,4598461.0,3994095.0
AS,2018-06,23457.0,23688.0,3691718.0,3146394.0,1208269.0,4640897.0,4016637.0
AS,2018-07,24587.0,24856.0,3869561.0,3277780.0,1248537.0,4838695.0,4176441.0
AS,2018-08,23984.0,24088.0,3758914.0,3158158.0,1339917.0,4732592.0,4061842.0
AS,2018-09,21362.0,21637.0,3390960.0,2684464.0,1235695.0,4191865.0,3620696.0
AS,2018-10,21895.0,22193.0,3468321.0,2788538.0,1313299.0,4354319.0,3733961.0
AS,2018-11,20847.0,20897.0,3270427.0,2680043.0,1387590.0,4190182.0,3621276.0
AS,2018-12,21165.0,21266.0,3318412.0,2654904.0,1314681.0,4306124.0,3725709.0
AS,2019-01,19400.0,20951.0,3265903.0,2405066.0,1486722.0,4165695.0,3595500.0
AS,2019-02,17813.0,18743.0,2922352.0,2245286.0,1363331.0,3748603.0,3198500.0
AS,2019-03,20066.0,22058.0,3422727.0,2803874.0,1444643.0,4382919.0,3802708.0
AS,2019-04,19653.0,21736.0,3366645.0,2759837.0,1350311.0,4324956.0,3761103.0
B6,2010-01,16263.0,16033.0,2156200.0,1548678.0,355393.0,2795300.0,2395346.0
B6,2010-02,15312.0,14484.0,1938750.0,1438947.0,335552.0,2528735.0,2152281.0
B6,2010-03,17764.0,17276.0,2304000.0,1860469.0,337007.0,2983444.0,2542669.0
B6,2010-04,16846.0,16786.0,2236000.0,1788012.0,352384.0,2852103.0,2448645.0
B6,2010-05,16122.0,16004.0,2123050.0,1739060.0,366028.0,2738477.0,2335881.0
B6,2010-06,16396.0,16322.0,2169850.0,1817705.0,369905.0,2806593.0,2386417.0
B6,2010-07,17814.0,17740.0,2356300.0,2012729.0,359153.0,3005963.0,2548505.0
B6,2010-08,17719.0,17651.0,2342650.0,1995706.0,345598.0,2972783.0,2523585.0
B6,2010-09,15846.0,15765.0,2096500.0,1657649.0,414747.0,2664027.0,2282901.0
B6,2010-10,16537.0,16518.0,2194850.0,1795098.0,388708.0,2792323.0,2405620.0
B6,2010-11,16763.0,16744.0,2223100.0,1786526.0,394607.0,2804635.0,2423277.0
B6,2010-12,18112.0,16656.0,2214650.0,1796865.0,384603.0,2850618.0,2439700.0
B6,2011-01,17121.0,16246.0,2152250.0,1670907.0,367230.0,2769844.0,2354727.0
B6,2011-02,15981.0,15259.0,2032550.0,1607076.0,386740.0,2589097.0,2210895.0
B6,2011-03,18480.0,18470.0,2465150.0,2033128.0,391045.0,3113993.0,2662557.0
B6,2011-04,18211.0,18112.0,2418150.0,1910675.0,374216.0,3088641.0,2628368.0
B6,2011-05,17929.0,17903.0,2381150.0,1930057.0,406421.0,3050815.0,2592244.0
B6,2011-06,18294.0,18205.0,2408700.0,1960143.0,413040.0,3135623.0,2664410.0
B6,2011-07,19550.0,19503.0,2573850.0,2204770.0,392047.0,3340690.0,2838632.0
B6,2011-08,19526.0,18278.0,2413050.0,2074387.0,424183.0,3160543.0,2672084.0
B6,2011-09,16938.0,16976.0,2236150.0,1768558.0,401169.0,2869815.0,2445385.0
B6,2011-10,17460.0,17464.0,2304050.0,1917458.0,420828.0,2946397.0,2521915.0
B6,2011-11,17592.0,17662.0,2346750.0,1937201.0,404889.0,2967210.0,2560491.0
B6,2011-12,18902.0,18913.0,2515700.0,2012276.0,383291.0,3200213.0,2767703.0
B6,2012-01,17845.0,17842.0,2371400.0,1868227.0,395217.0,2987156.0,2575731.0
B6,2012-02,17348.0,17353.0,2293700.0,1835253.0,369265.0,2907136.0,2513035.0
B6,2012-03,19733.0,19711.0,2603250.0,2224129.0,366988.0,3292520.0,2839376.0
B6,2012-04,19134.0,19135.0,2526950.0,2125051.0,379707.0,3179305.0,2753097.0
B6,2012-05,18690.0,18715.0,2467300.0,2066960.0,383060.0,3128876.0,2682924.0
B6,2012-06,19026.0,19085.0,2523050.0,2145210.0,417891.0,3213834.0,2755651.0
B6,2012-07,20672.0,20719.0,2725650.0,2355275.0,400381.0,3507394.0,2996840.0
B6,2012-08,20730.0,20697.0,2723750.0,2358123.0,415623.0,3493608.0,2993378.0
B6,2012-09,18147.0,18181.0,2401050.0,1871459.0,433047.0,3041440.0,2617224.0
B6,2012-10,18585.0,17331.0,2288550.0,1929714.0,435126.0,2906092.0,2508699.0
B6,2012-11,18869.0,18668.0,2473600.0,2038512.0,465743.0,3128138.0,2701595.0
B6,2012-12,19888.0,19863.0,2632950.0,2131780.0,419570.0,3390045.0,2918030.0
B6,2013-01,19290.0,19298.0,2551450.0,2049440.0,430346.0,3250561.0,2807915.0
